context,question,answer,url
"Technical analysis of the 28/05 session: The good-bad signals of the VN-Index mixed trading session on 28/05/2024, the VN-Index simultaneously increased the appearance of the Doji candle along with liquidity with a slight increase in the Stochastic Oscillator indicator, which continues to move downward after the overbought signal. Currently, the VN-Index is testing the Fibonacci projection of 61. 8% (ADP 1,24-05, 265) after the long-term trading session, the MBS-Index indicator on the MBS-Index is still on the horizon of the same day as the indicator of the risk of the high-risks in the n2 trading session.",What indicators were observed during the trading session on 28/05/2024 for the VN-Index?,"The VN-Index showed the appearance of a Doji candle, increasing liquidity, a slight rise in the Stochastic Oscillator, and testing the Fibonacci projection of 61.8%.",https://vietstock.vn/2024/05/phan-tich-ky-thuat-phien-chieu-2805-tin-hieu-tot-xau-dan-xen-585-1193694.htm
"Mr Nguyen Đức Quang - Chairman of CTCP Sao Bắc Đình Téc Nh CTCP (SBD) also announced that it had successfully acquired 1 million shares of SBD on May 22nd, which raised ownership to nearly 3 million units (equivalent to 22. 19% of the capital). On the same day, Mr Đỗ Văn Hồng - Vice Chairman of SBD CTCP also bought 413,401 shares to increase ownership to nearly 1.","How many shares did Mr. Ä_x0090_á»— VÄƒn Há»“ng, Vice Chairman of SBD CTCP, purchase on May 22nd, 2023?","413,401 shares.",https://vietstock.vn/2024/05/ong-vu-dinh-do-tu-nhiem-chu-tich-hdqt-dnp-sau-gan-thap-ky-gan-bo-214-1192740.htm
"LPBank is one of the banks that has seen a five-month improvement in its net lending rate (NIM) in the first quarter of 2024. He also noted that the bank's overall financial sector's net lending rate (NIM) in the first quarter of 2024 was improving, with the financial sector's net lending rate (NIM) in the first quarter of 2024, down 0. 4%, down 0.",How many months did LPBank experience an improvement in its net lending rate (NIM) in the first quarter of 2024?,Five months.,https://www.tinnhanhchungkhoan.vn/nim-ngan-hang-dang-cai-thien-tich-cuc-post345968.html
"The company's stock is expected to sell off its initial public offering (PVC) and its initial public offering (IPO) on the first day of the first quarter of the year. The company's initial public offering (IPO) will continue to attract the Company's capital stock, which will be transferred to the Company's own capital, which will be transferred to the Company's own capital.",What is the purpose of the company's initial public offering (IPO)?,To attract capital stock and transfer it to the company's own capital.,https://www.tinnhanhchungkhoan.vn/trading-theo-game-thoai-von-nhin-tu-bcm-post345954.html
CIIP Ho Chi Minh City's CIIP Technical Infrastructure Investment (CIIP) reported receiving a transfer of over 7. 8 million cp of CBBP's Seven Year Investment (CIIP) capital from CTCP Building Sub-Situation (CEE) from CIIP. The transaction took place from 7 May to 27 May.,From which company did CIIP Ho Chi Minh City receive a transfer of capital in May 2023?,CTCP Building Sub-Situation (CEE).,https://vietnambiz.vn/cii-so-huu-truc-tiep-hon-50-von-nam-bay-bay-202452814125389.htm
"On the evening of 28/5, the LDG Annual General Meeting (MJM) held the LDG Annual General Meeting (MJM) for the second time in online form. However, the meeting had the participation of only 162 shareholders (the number of authorized shareholders was 17), representing over 24. 6 million shares; the total number of voting shares was unsuccessful.",How many shareholders participated in the LDG Annual General Meeting (AGM) held online on the evening of 28/5?,162 shareholders.,https://vietnambiz.vn/dhdcd-thuong-nien-2024-lan-2-cua-ldg-bat-thanh-2024528152653769.htm
The Company's stock was suspended from trading on the UPCoM Exchange for a few years prior to the closing of the IPO. The Company's stock was suspended from trading on the UPCoM Exchange for a few years prior to the closing of the IPO. The Company's stock was suspended from trading on the UPCoM Exchange for a few years prior to the closing of the IPO.,Why was the Company's stock suspended from trading on the UPCoM Exchange for a few years prior to the closing of the IPO?,Reasons for the suspension were not provided in the context.,https://vietstock.vn/2024/05/hao-quang-da-tat-loat-co-phieu-upcom-bi-dinh-chi-giao-dich-tu-dau-thang-6-830-1193721.htm
"The steel industry is seeing a high decline as major enterprises in the industry take advantage of the positive signals of less important imports, while smaller enterprises are still facing many challenges. According to VPBankS Research, excluding the three companies, the initial capital flows are expected to fall into the debt cycle. Despite the uneven recovery of the steel industry in the first quarter of 2024.",What is the outlook for initial capital flows in the steel industry according to VPBankS Research?,Expected to fall into the debt cycle.,https://vietnambiz.vn/nganh-thep-hoi-phuc-khong-dong-deu-co-don-vi-roi-vao-vong-xoay-vay-no-202452816421980.htm
"(CNN) On 27 May 2024, in the 11th floor hall of the Coninco Tower, Coninco Shareholders' Conference (CNN: UPCoM) held its Annual General Meeting of Shareholders in 2024. Reporting at the General Meeting, Coninco's Chairman said that the results of the 2023 business year marked a successful year for the Company when the Company's contract sales reached nearly 1,000 billion yuan. The business criteria (total revenue, pre-tax profit, employee earnings, capital contribution to the State Budget) exceeded 20% of the Annual General Meeting of Shareholders' Budget in 2024.",Where was the Annual General Meeting of Shareholders held in 2024 for Coninco?,In the Coninco Tower on the 11th floor hall.,https://www.tinnhanhchungkhoan.vn/dai-hoi-dong-co-dong-coninco-cnn-thong-nhat-chi-107-ty-dong-de-chia-co-tuc-nam-2023-post346117.html
"(Saturday) No longer as uncertain as this morning, investors have been pushing up their purchases in the second round of bidding, but the blue group has been holding steady, as the VN-Index has not been able to clearly determine the new order, which has led to a slight increase in the liquidity of the exchange rate. However, the crypto-group has gained a fairly positive lead in the first round of bidding, which is 28/5, the exchange rate has not been too concentrated, but has expanded to other stocks to look for opportunities. However, after the second round of bidding, the equity market has also gained a stronger share of USD",How did the crypto-group perform in the first round of bidding on May 28th?,The crypto-group gained a fairly positive lead in the first round of bidding.,https://www.tinnhanhchungkhoan.vn/luc-mua-gia-tang-vn-index-bat-manh-ca-ve-diem-so-lan-thanh-khoan-post346119.html
"In 2024, KOS posted a record 3% post-quarter gross profit of USD 1. 636 billion, up 19% from Q1 of the previous year, and a more than 5-fold increase from Q1 of 2024. If completed, this would be the result of the Chinese company's net profit from the first quarter of 2023, which was a 19% increase from Q1 of 2023.",What was the percentage increase in KOS's post-quarter gross profit in 2024 compared to Q1 of the previous year?,19%.,https://vietstock.vn/2024/05/len-ke-hoach-2024-cao-ky-luc-kos-moi-thuc-hien-3-sau-quy-1-737-1193732.htm
"API also confirmed that the API stock price from the beginning of the year had increased by 12 months, with no particular fluctuations. Prior to that, APEC stock rose by 5 consecutive sessions from 17-23/05/2024. API said that this was due to stock market startup demand and the withdrawal of the company's legal regulations.","What was the reason for the consecutive rise in APEC stock from May 17-23, 2024?",Due to stock market startup demand and the withdrawal of the company's legal regulations.,https://vietstock.vn/2024/05/co-phieu-tang-176-trong-1-thang-api-noi-khong-co-gi-dac-biet-830-1193745.htm
"In the second half of 2024, the company's headquarters in Hong Kong, AIPT, AIPT, and HPT, both of which are in the market for the first half of 2024, are expected to increase their market share by 18 percent. In addition to the recent long-term demand for the newly-built APT, FPT, VPT.",What percentage increase in market share is expected for AIPT and HPT in the second half of 2024?,18%.,https://cafef.vn/co-phieu-cong-nghe-chua-ha-nhiet-fpt-nhan-ga-vuot-von-hoa-vingroup-vinhomes-lot-top-5-doanh-nghiep-niem-yet-lon-nhat-viet-nam-188240528173211283.chn
(HTCK) The Chairman's stock event historical information on May 29th is that the Company's stock is 4. 98% and no longer a major shareholder in the stock market. *HTCK: CTCP Investment Sao Asia D.,What percentage of the Company's stock did the Chairman own on May 29th?,4.98%.,https://www.tinnhanhchungkhoan.vn/su-kien-chung-khoan-dang-chu-y-ngay-295-post346120.html
"In his petition, Mr. Nguyen Khong Toan said that he was the Chairman of the Board and the legal representative of the KPF for the term of 2023-2028, but due to personal work, the Board could not continue to join the CCP's activities, should he resign from this position. I requested the authorization for the Chairman of the Board to continue to participate in the meetings of the CCP, to increase the number of shareholders and voting rights of the CCP's members until the CCP's terms of office were approved by the CCP's Rules and Regulations, but the Board can't continue to join the CCP's activities, should it resign from this position.",Who was the Chairman of the Board and legal representative of the KPF for the term of 2023-2028 as mentioned in Mr. Nguyen Khong Toan's petition?,Mr. Nguyen Khong Toan.,https://vietstock.vn/2024/05/ong-vu-dinh-do-tu-nhiem-chu-tich-hdqt-dnp-sau-gan-thap-ky-gan-bo-214-1192740.htm
"SCS is about to spend nearly 285 billion cp dividend, a 30% share of the CTCP Saigon Goods Services (HOSE: SCS) STS. It has just passed the shareholder listing lockdown to exercise the right to receive the remaining dividend of 2023 in cash. The last registration date is June 11, 2024.",What percentage of CTCP Saigon Goods Services (SCS) dividend is SCS going to spend?,30%.,https://vietstock.vn/2024/05/scs-sap-chi-gan-285-ty-dong-tra-co-tuc-ty-le-30-738-1193880.htm
"FPT shares increased by 3% to 137,000 VND/CPD. Compared to the beginning of the year, the company's market share increased by nearly 43%. The volume of its average trading volume was approximately 2.",What was the percentage increase in FPT's market share compared to the beginning of the year?,Nearly 43%.,https://vietnambiz.vn/von-hoa-fpt-cham-nguong-7-ty-usd-lot-top-4-tren-hose-2024528202313384.htm
"MCM will cancel trading on 14/6. The last trading date on HNX is 13/6. On 28/5, the board of directors of MCM approved the cancellation of trading at the Hanoi Stock Exchange (HNX).",When did the board of directors of MCM approve the cancellation of trading at the Hanoi Stock Exchange (HNX)?,On 28/5.,https://vietnambiz.vn/co-phieu-moc-chau-milk-tang-gan-30-sau-tin-chap-thuan-niem-yet-chot-roi-upcom-giua-thang-6-2024528205054773.htm
"The mainstream Japanese market forecast is that the Japanese market will be a key driver of long-term growth in the Japanese market from the beginning of 2024, with the mainstream Japanese market forecast to increase by nearly 50%, four times the growth of the Chinese-Indonesian market forecast. The mainstream Chinese market forecast is that the Chinese market will also grow by about 174,000 billion yuan (~6. 85 billion USD) from the first quarter of 2024, and the US top five companies will sell the most valuable digital digital digital digital products.",What is the forecasted growth rate for the mainstream Japanese market from the beginning of 2024?,Nearly 50%.,https://cafef.vn/phan-ung-tich-cuc-voi-cau-chuyen-ban-dan-nha-dau-tu-dang-tra-cho-fpt-mot-muc-gia-cao-de-cho-doi-mot-cau-chuyen-xa-hon-188240528191450846.chn
